job_id,title_clean,company,job_family,jf_domain,jf_subdomain,seniority,city,company_type,n_skills,cluster_id
vietnamworks:2057597,Chuyên Viên Vận Hành Hệ Thống,Công Ty Cổ Phần Chứng Khoán KB Việt Nam,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,Hà Nội,bank_finance,3,1
vietnamworks:2061107,Chuyên Viên Dữ Liệu,Công Ty Cổ Phần Thanh Toán Quốc Gia Việt Nam,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,bank_finance,4,1
vietnamworks:2066630,VNDIRECT - Chuyên Viên Cao Cấp/ Chuyên Gia Quản Trị Dữ Liệu MIS & Hiệu Suất Kinh Doanh Bộ Phận Bfm,Công Ty Cổ Phần Tập Đoàn Đầu Tư I.P.A,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,unknown,5,1
vietnamworks:2056981,Associate Director - Data Analytics,KPMG Việt Nam,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hồ Chí Minh,consulting_audit,3,1
vietnamworks:2068274,"Senior Manager, Data Science",Navigos Search's Client,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hà Nội,recruitment_agency,4,1
vietnamworks:2053616,Research and Teaching Assistant in Data Science and Operations Research/optimization,VGU - Vietnamese German University,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Junior,Bình Dương,education,5,1
careerviet:35C75DFA,HO - Phó phòng phát triển sản phẩm số,Ngân Hàng TMCP Phương Đông - OCB,PRODUCT_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,bank_finance,3,1
vietnamworks:2038124,"Manager, Bancassurance Business Quality",FWD Vietnam Life Insurance Company Limited,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,bank_finance,1,1
vietnamworks:2043107,Business Risk & Control Senior Officer,United Overseas Bank (Vietnam) Limited (UOB),RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,bank_finance,1,1
vietnamworks:2044576,Chuyên Gia Chiến Lược Rủi Ro - Id2201,VPBank - Https://tuyendung.vpbank.com.vn/,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,bank_finance,1,1
vietnamworks:2055336,Risk Modeling Supervisor,Mirae Asset Finance Company (Viet Nam) Ltd.,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Lead,Hồ Chí Minh,bank_finance,3,1
vietnamworks:2056572,International Fraud & Risk Management Expert,Navigos Search's Client,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,recruitment_agency,1,1
vietnamworks:2059135,Senior Fraud Risk Analyst - Chuyên Viên Phân Tích Rủi Ro Gian Lận,Cake by VPBank,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,bank_finance,3,1
vietnamworks:2064158,"Manager/ Assistant Manager, Internal Audit, Risk Management & Compliance",KPMG Việt Nam,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,consulting_audit,1,1
vietnamworks:2065270,Chuyên Viên Quản Trị Rủi Ro,Công Ty CP Nhựa Thiếu Niên Tiền Phong,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Mid,Hải Phòng,manufacturing,1,1
vietnamworks:2066071,风险管理岗/ Quản Lý Rủi Ro / Risk Management - Biết Tiếng Trung,Ngân Hàng Industrial And Commercial BANK Of China Limited- CN Tp Hà Nội,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Mid,Hà Nội,bank_finance,1,1
vietnamworks:2068493,Fraud Parameter Strategy Manager,United Overseas Bank (Vietnam) Limited (UOB),RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,bank_finance,2,1
vietnamworks:2068519,Fraud Data Analysis Reporting Senior Officer,United Overseas Bank (Vietnam) Limited (UOB),RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,bank_finance,2,1
careerviet:35C74210,Market Intelligence Specialist,Công ty TNHH Cung ứng Nhựa đường,BI,Analytics,Data Analysis & BI,Mid,Hà Nội,manufacturing,4,2
careerviet:35C76B1F,Trưởng nhóm Hệ thống dữ liệu,CÔNG TY CỔ PHẦN PHÁT TRIỂN DỊCH VỤ VÀ THƯƠNG MẠI QUỐC AN,BI,Analytics,Data Analysis & BI,Lead,Hà Nội,unknown,9,2
careerviet:35C77E5F,Senior Business Intelligence Executive,Concung.com - Con Cung Joint Stock Company,BI,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,ecommerce,11,2
careerviet:35C79E68,Chuyên viên phần mềm - ứng dụng,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ HOÀNG GIA VIỆT NAM,BI,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,real_estate_construction,13,2
topcv:2167392,Senior Business Intelligence,Pro Công Ty Cổ Phần Vàng Bạc Đá quý Phú Nhuận - PNJ,BI,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,retail_consumer,8,2
topcv:2201772,Business Intelligence Specialist - 3 Năm Kinh Nghiệm - Thu Nhập Hấp Dẫn - Tại Hà Nội,Công ty TNHH Esoft Vietnam,BI,Analytics,Data Analysis & BI,Mid,Hà Nội,tech_software,13,2
vietnamworks:2056655,Associate IT Manager - Commercial Digital Project Lead & Data Analytics,Công Ty Cổ Phần Sữa Quốc Tế Lof,BI,Analytics,Data Analysis & BI,Manager,Hồ Chí Minh,manufacturing,8,2
vietnamworks:2065723,Sales & Marketing Reporting Executive,Công Ty Cổ Phần Prime Group,BI,Analytics,Data Analysis & BI,Junior,Vĩnh Phúc,unknown,5,2
vietnamworks:2068243,Business Intelligence Analyst,Insee Vietnam,BI,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,manufacturing,5,2
careerviet:35C71730,Senior Finance Executive,UrBox - Công ty Cổ phần Tiếp Thị Số Tô Quà,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,ecommerce,5,2
careerviet:35C7656C,E-Commerce Business Analytics Team Leader,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Lead,Hồ Chí Minh,retail_consumer,12,2
careerviet:35C77B26,Chuyên viên chính/Chuyên viên cao cấp Phân tích nghiệp vụ FM - TNTech - 4Z035,Tập đoàn ROX (ROX Group),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,real_estate_construction,5,2
careerviet:35C790F3,Chuyên viên Hoạch định và Phân tích tài chính,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ SẢN XUẤT HƯƠNG THỦY,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,manufacturing,5,2
careerviet:35C79C15,131268 - Financial Planning & Analysis Specialist - FMCG,"RGF HR Agent Vietnam Co., LTD",BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,recruitment_agency,6,2
careerviet:35C7A077,Chuyên viên Planning & Performance,Công ty Cổ phần CANIFA,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hà Nội,retail_consumer,6,2
careerviet:35C7A73D,Process Engineering Coordinator / Analyst,Quickpack Vietnam Limited,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,,manufacturing,7,2
careerviet:35C7AF7D,IT Business Analyst,Công Ty Cổ Phần Vacxin Việt Nam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,healthcare_pharma,7,2
glints:88edd0d4-a88e-4e06-9fd9-418d8b2c0f07,Finance & Data Specialist,MindX Technology School,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,,education,8,2
glints:ad6aa70b-0423-4348-b416-3b3a53abfa40,HR Analyst,MiTek Việt Nam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,,tech_software,9,2
glints:d1eaf0b8-afa6-4613-8358-8ed81db0ced7,Chuyên Viên Phân Tích Thống Kê,CHI NHÁNH CÔNG TY TNHH TP THÁI SƠN KHO HÀNG NGUYỄN THÁI BÌNH,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,,logistics,4,2
glints:dad65f5e-1454-486f-9566-f08dad89580f,AUDIT ADMIN - ADMIN CHUYÊN XỬ LÝ DỮ,"OUTSOURCE SOLUTIONS CO.,LTD",BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,,tech_software,8,2
itviec:a79a1ff1-631e-47ed-a324-4fdfeb38158f,Business Analyst,Phu Hung Securities (PHS),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,bank_finance,11,2
itviec:b52603d4-f0aa-4873-9012-a04b838e5507,Senior/Lead Business Analyst,NAB Innovation Centre Vietnam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Lead,Hồ Chí Minh,tech_software,10,2
itviec:c3a19c4e-1407-4dc2-bb6b-736666d13272,Business Analyst for Edtech project,CÔNG TY TNHH TEENUP,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hà Nội,unknown,5,2
topcv:2171294,Business Analyst -3YOE - Onsite Bank - Thu Nhập Upto 27M,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hà Nội,tech_software,13,2
topcv:816331,Chuyên Viên Phân Tích Quản Trị,BỆNH VIỆN ĐA KHOA HỒNG NGỌC PHÚC TRƯỜNG MINH,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hà Nội,education,9,2
topdev:2112528,Trưởng Nhóm Chiến Lược Tại UpBase,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Lead,Hà Nội,tech_software,5,2
vietnamworks:2056773,RPA Business Analyst Cum Tester,"Hansae HCM Co., Ltd",BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hồ Chí Minh,manufacturing,4,2
vietnamworks:2058096,"Manager - Valuation, Modeling and Economics - Hanoi Office",Ernst & Young Vietnam Limited (EY Vietnam),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Manager,Hà Nội,consulting_audit,6,2
vietnamworks:2058925,Financial Planning & Business Analyst,Insee Vietnam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,manufacturing,2,2
vietnamworks:2059463,Nhân Viên Phát Triển Hệ Thống Kinh Doanh,Công Ty Cổ Phần ACECOOK Việt Nam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,manufacturing,3,2
vietnamworks:2060959,Planning Officer,"Chailease International Leasing Co., Ltd. (Head Office)",BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hồ Chí Minh,bank_finance,3,2
vietnamworks:2062161,Sales Force Effectiveness Specialist,Mondelēz Kinh Đô Việt Nam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,manufacturing,5,2
vietnamworks:2064838,Deputy Team Leader – Logistics Controller,CÔNG TY TNHH HDS DỊCH VỤ VIỆT NAM,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Lead,Hồ Chí Minh,unknown,4,2
vietnamworks:2065767,Senior Sales Performance Analyst - Lending,Be Group Joint Stock Company,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,ecommerce,7,2
vietnamworks:2068196,Chuyên Viên Cao Cấp Kế Hoạch,Công Ty Cổ Phần Chứng Khoán Dầu Khí (Psi),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,bank_finance,3,2
itviec:536f98ec-02f8-4c3e-bc25-cebad05732c1,Remote - Data Operations Analyst,OrgScale Recruitment,DATAOPS,Data Engineering,Pipelines & Platform,Unknown,Hồ Chí Minh,recruitment_agency,14,2
careerviet:35C73082,Senior Data Analyst,"Rochdale Spears Co., Ltd.",DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Bình Dương,unknown,6,2
careerviet:35C7782C,Data Analyst,BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,logistics,5,2
careerviet:35C7886F,HRBP Data Analyst,CÔNG TY CỔ PHẦN KING FOOD MARKET,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,retail_consumer,7,2
careerviet:35C7A74C,HR Data Analyst cum Total Rewards Operational,Cổ Phần Kết Nối Nhân Tài - Talentnet Corporation,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,recruitment_agency,13,2
careerviet:35C7A83A,Chuyên Viên Phân Tích Dữ Liệu,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,retail_consumer,7,2
glints:15355665-1304-4a80-a342-847e2e2767e5,Market Research & Data Analyst,Panasonic Việt Nam,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,,manufacturing,6,2
glints:94661592-ff34-4fd3-abe6-4f28434ca9ec,Data Analyst,CÔNG TY CỔ PHẦN CÔNG NGHỆ UNITRUST VIỆT NAM,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,,tech_software,7,2
glints:d6ea11fd-f7c5-4149-9505-3c283f460c8e,Data Analyst,Inwave Studio,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,,media_gaming,10,2
itviec:0bf7659f-a23b-48a7-bb30-7ad247523e0b,Data Analyst and Process Improvement,DSV X Schenker,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,logistics,7,2
itviec:d6a2dafb-4661-400b-9da8-2d047d40ad74,"Data Analyst - onsite tại thủ đô Vientiane, Laos",Công Ty Star Telecom (Unitel) - Trực Thuộc Tập Đoàn Công Nghiệp - Viễn Thông Quân Đội Viettel,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hà Nội,telecom,12,2
topcv:1655786,Data Analyst,Goldenlotusjewelry,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,retail_consumer,9,2
topcv:1935054,Data Analyst,Công ty TNHH GEAR INC VN,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hà Nội,manufacturing,5,2
topcv:2046581,Chuyên Viên Dữ Liệu / Data Executive / Bắt Buộc Biết Tiếng Trung / Quận 7,CÔNG TY TNHH NEXTAD STUDIO,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,media_gaming,8,2
topcv:2058628,Chuyên Viên Phân Tích Dữ Liệu Tài Chính,Sofitel,DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hà Nội,unknown,10,2
topcv:2166282,Data Analyst,Công ty CP Khoa học Dữ liệu,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hà Nội,tech_software,13,2
topcv:2167403,Senior Data Analyst,Pro Công Ty Cổ Phần Vàng Bạc Đá quý Phú Nhuận - PNJ,DATA_ANALYST,Analytics,Data Analysis & BI,Lead,Hồ Chí Minh,retail_consumer,5,2
topcv:2167677,Data Analyst,GEMS UNITED JOINT STOCK COMPANY,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,,unknown,8,2
topcv:2174212,Data Analyst Ngân Hàng Shinhan,Ngân Hàng TNHH MTV Shinhan Việt Nam,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,bank_finance,4,2
topcv:2175620,Data Analyst Senior Officer,Ngân Hàng TNHH MTV Shinhan Việt Nam,DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,bank_finance,4,2
topcv:2180589,"Senior Data Analyst - Thu Nhập Cạnh Tranh, Từ 3 Năm Kinh Nghiệm",CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,retail_consumer,13,2
topcv:2182327,Trưởng Nhóm Data Analyst,CÔNG TY CỔ PHẦN HỆ THỐNG Y TẾ MEVIS HEALTHCARE,DATA_ANALYST,Analytics,Data Analysis & BI,Lead,Hà Nội,healthcare_pharma,7,2
topcv:2183264,HR Data Analyst,Công ty Cổ phần King Food Martket,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,retail_consumer,5,2
topcv:2197209,Chuyên Viên Phân Tích Số Liệu Và Báo Cáo,Happymoney,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hà Nội,bank_finance,4,2
topdev:2112252,Data Analysis Officer,CÔNG TY TNHH AEON VIỆT NAM,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,retail_consumer,4,2
vietnamworks:2041611,Data Analyst,Shinhan Vietnam Finance,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,bank_finance,4,2
vietnamworks:2057578,Data Analysis Senior Officer/Supervisor,Mirae Asset Prévoir Life Insurance Company Ltd.,DATA_ANALYST,Analytics,Data Analysis & BI,Lead,Hồ Chí Minh,bank_finance,6,2
vietnamworks:2058001,Data Analyst,Avery Dennison Vietnam,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Bắc Ninh,manufacturing,5,2
vietnamworks:2063402,E-Commerce Data Analyst,WOWSUITE SOFTWARE,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,tech_software,7,2
vietnamworks:2064342,Data Analyst,Công Ty TNHH Ô Tô Isuzu Việt Nam,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,manufacturing,8,2
vietnamworks:2065575,Assistant - Production Fresh graduate or 1-2 years experiences,Công Ty TNHH Trelleborg Việt Nam,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,,manufacturing,2,2
vietnamworks:2067843,Nhân Viên Data,Công Ty Cổ Phần Thực Phẩm Hữu Nghị,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Bắc Ninh,manufacturing,4,2
careerviet:35C6E40F,Senior Data Engineer,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,unknown,11,2
glints:7a705fb1-88f6-4bf9-98ee-968bb1463313,Thực tập sinh Data Automation,Công ty Cổ Phần Chuỗi Bán Lẻ Mini Min,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Intern,,retail_consumer,5,2
itviec:022aede4-d67c-4e93-ab16-0341c46a28c1,IT Governance Risk Compliance,EVF,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Junior,Hà Nội,unknown,5,2
vietnamworks:2068363,Socom QC Analyst,ONPOINT COMPANY LIMITED,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Mid,Hồ Chí Minh,ecommerce,4,2
glints:c05c72d6-9b9e-4542-b3ea-876f0fcdbe5e,Thực tập sinh Data annotation kiêm Tester,Công ty cổ phần NTL Việt Nam,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Intern,,unknown,4,2
topdev:2113418,Finance & Data Specialist,CÔNG TY CỔ PHẦN TRƯỜNG HỌC CÔNG NGHỆ MINDX,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Mid,Hà Nội,education,10,2
vietnamworks:2052938,Analyst,Profectus Vietnam Co. Ltd.,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,consulting_audit,3,2
vietnamworks:2054961,Financial Analyst,Văn Phòng Phú Thái Group,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Mid,Hà Nội,unknown,3,2
vietnamworks:2059846,"Chuyên Gia Quản Trị và Phân Tích Danh Mục, Phòng Quản Trị Rủi Ro Tín Dụng và Phân Tích Danh Mục, Khối QTRR",Ngân Hàng TMCP Đại Chúng Việt Nam,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,bank_finance,3,2
vietnamworks:2066447,Intern - Credit Risk Consulting,PwC (Vietnam) Ltd.,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Intern,Hà Nội,consulting_audit,5,2
careerviet:35C6F1F7,AI Engineer,CÔNG TY TNHH TƯ VẤN GANESHAID,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,consulting_audit,17,3
careerviet:35C77516,Intern AI engineer,Bảo mật,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Intern,Hồ Chí Minh,unknown,12,3
careerviet:35C778D4,Kỹ sư Trí tuệ nhân tạo,Tổng Công ty Cổ phần Công trình Viettel,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,real_estate_construction,8,3
careerviet:35C7829E,AI Engineer Intern,Công ty TNHH Lửa Á Châu,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Intern,Hồ Chí Minh,unknown,10,3
glints:0e7beb3f-1ecd-4c19-b126-ccbb06109b85,AI Engineer,SotaTek,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,20,3
glints:1389cdcc-6058-493d-a38f-b89c65a077ab,AI Engineer,Công ty Cổ phần Công nghệ SotaTek,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,tech_software,11,3
glints:2e77db32-5ab6-4cca-b383-387e5031375f,Senior AI Engineer (IoT Industrial/Signal & Predictive Maintenan,REC Talents Co.Ltd,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,,recruitment_agency,14,3
glints:2faadfbd-45eb-4fbd-9f43-e4109bc265e9,AI Engineer,Autonomous Inc,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,15,3
glints:61690f47-8844-4d5e-a1ab-3dab4a542fd6,AI Engineer,Công ty cổ phần Aimesoft,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,9,3
glints:789d05b4-c271-42d7-9089-32e7f7648741,AI Engineer,TMA Solutions,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,15,3
glints:8a38312d-857c-4598-b0b4-e19da0e44024,AI Engineer | Junior/Middle,Công ty Cổ phần Innotech Việt Nam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,7,3
glints:96765a73-ebd6-4e1d-a3b0-4e95664f19d4,AI Engineer,Công Ty Chứng Khoán Phú Hưng,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,bank_finance,18,3
glints:a01904e3-1bd9-4a80-91f7-1b48eb2cb8c3,Fresher/ Junior AI Engineer,Công ty TNHH Công nghệ và Thương mại Lifesup,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,12,3
glints:de456d8d-dbed-403e-befc-d9a53be5592a,AI Engineer Intern,Edtronaut,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Intern,,education,17,3
glints:fe6a0bbb-0c08-41d6-9df3-0f62b95c4115,AI Engineer,Công ty cổ phần phần mềm ITSOL Holdings,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,tech_software,22,3
itviec:16e6e6ba-9133-47c2-94a5-dd12552d2198,Senior AI Engineer,Trustify Technology,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,16,3
itviec:195b97a5-e0c7-458a-84a0-60c4a6c89fa1,Senior AI Engineer,Creative Force,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,unknown,11,3
itviec:574d221c-d7a6-45df-921d-6500dcd7fd84,AI Engineer,Samsung Electronics HCMC CE Complex,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,manufacturing,13,3
itviec:62f6c6c5-4839-4526-9a10-e7ff78d9385e,Senior AI Engineer,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,tech_software,9,3
itviec:69892016-916e-4172-8784-6dd786e0a64f,Mid-Level AI/ML Engineer,Edge8,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,tech_software,13,3
itviec:7767c9b4-4865-4600-ba37-a35a38162cec,AI Engineer,Saigon Technology,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,tech_software,27,3
itviec:7fd89b82-ad13-49f9-87cf-f347fa0d9b5c,AI/ML Engineer,LikeLion Vietnam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,unknown,23,3
itviec:80f7f33a-cd69-4a22-9d9b-228c7bf251d5,AI Engineer,Phu Hung Securities (PHS),AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,bank_finance,14,3
itviec:855688b1-d6e4-4d18-a8dd-07054ce90700,Senior AI Engineer,CÔNG TY TNHH ROOSTERX GLOBAL,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,unknown,11,3
itviec:8d4ec6d4-4a57-4472-912e-ce5869903cc3,Senior/Junior AI Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ & TRÍ TUỆ NHÂN TẠO ASTRAL-X,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,tech_software,20,3
itviec:92bb8963-bfac-4296-992e-a5a88aab92fc,Senior AI Engineer,MB Bank,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,bank_finance,12,3
itviec:b1375ec2-e16f-47c5-a755-1d,Remote AI Engineer,VisionTech Global Limited,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,9,3
itviec:b758cf09-8871-4e0b-8655-00478ff4019d,Senior AI Engineer,URBOX,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,unknown,13,3
itviec:c6b4705a-96c1-408a-b154-6b9f4398ee50,AI Engineer with Leading Korean AI Entrepreneurs,Abc Studio Việt Nam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,media_gaming,16,3
itviec:c71ecfae-a456-4c04-abc5-be80b828fc62,Senior AI Developer,Bosch Global Software Technologies Company Limited,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,25,3
itviec:ed255956-b9bd-4d64-a453-7b3f3897c565,AI Engineer,Asilla,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,10,3
itviec:f190c56b-14c0-446b-a2b7-111a497104c5,AI Engineer,Mcredit - Công ty Tài chính TNHH MB Shinsei,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,bank_finance,14,3
itviec:f838b243-593e-4562-8dda-49ca55d88e69,AI Engineer,VIETTEL CUSTOMER SERVICE,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,telecom,16,3
vietnamworks:2055452,AI Technical Lead – Build Real AI Solutions For Manufacturing,"Wanek Furniture CO., LTD.",AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Manager,Bình Dương,manufacturing,4,3
vietnamworks:2058261,AI Engineer,CÔNG TY TNHH PHÁT TRIỂN HƯƠNG VIỆT,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,unknown,8,3
