job_id,title_clean,company,job_family,jf_domain,jf_subdomain,seniority,city,company_type,n_skills,text_len,dominant_topic,topic_weight,dominant_topic_share
vietnamworks:2064158,"Manager/ Assistant Manager, Internal Audit, Risk Management & Compliance",KPMG Việt Nam,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,consulting_audit,1,946,1,0.151097,0.8366
glints:5a99a719-4856-467a-994c-4eab600abfe9,Senior Data Engineer,Công ty TNHH Diksha Technologies,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,,tech_software,11,1246,1,0.150672,0.5109
itviec:8d2ebd35-91fb-4dad-8a99-ef8b77f29b73,Senior Generative AI,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,17,3692,1,0.15046,0.4601
careerviet:35C74210,Market Intelligence Specialist,Công ty TNHH Cung ứng Nhựa đường,BI,Analytics,Data Analysis & BI,Mid,Hà Nội,manufacturing,4,1876,1,0.150401,0.6908
itviec:995ceeaa-1f5b-48b9-aea2-3e3b343e5a93,Principal/Senior QAQC Engineer,"MONEY FORWARD VIETNAM CO.,LTD",DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Lead,Hà Nội,bank_finance,19,4786,1,0.148238,0.4025
itviec:1e469c76-96ef-48d1-bfb1-edf423782233,Platform Engineer,One Mount Group,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,tech_software,11,5014,1,0.14721,0.5475
vietnamworks:2063837,Senior Portfolio Analytics And Reporting Executive,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (SHBFinance),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,bank_finance,2,954,1,0.147071,0.8245
vietnamworks:2063449,Sales Analysis & Budget Control Assistant,Lotte Mall West Lake Hanoi,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hà Nội,retail_consumer,2,892,1,0.145158,0.7449
itviec:b1375ec2-e16f-47c5-a755-1d,Remote AI Engineer,VisionTech Global Limited,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,9,5134,1,0.142747,0.5047
vietnamworks:2058983,Head Of Product Delivery And Operations,NAB Innovation Centre Vietnam,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hồ Chí Minh,tech_software,4,1005,1,0.142633,0.5914
itviec:45c640dc-c15a-485e-9b7f-cbd8fad0e35f,Sr Software Engineer-Data Systems,CoderPush,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,tech_software,18,3575,1,0.140887,0.4351
itviec:0db4cbc4-e309-46cd-843c-37535ebb483e,Senior Data Analyst,FPT Digital,DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,tech_software,14,2270,1,0.140746,0.3999
careerviet:35C6F679,Data Engineer,Công ty Cổ phần Chứng khoán DNSE,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,Hà Nội,bank_finance,18,3481,1,0.140653,0.437
careerviet:35C78EA5,IT Junior Application Analyst,Techtronic Industries Vietnam Manufacturing Company Limited,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hồ Chí Minh,manufacturing,4,1377,1,0.139769,0.5263
glints:15355665-1304-4a80-a342-847e2e2767e5,Market Research & Data Analyst,Panasonic Việt Nam,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,,manufacturing,6,1441,1,0.139739,0.6474
vietnamworks:2055756,Senior Marketing Automation & AI Architect,ILA Vietnam,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Senior,Hồ Chí Minh,unknown,2,960,1,0.139571,0.7316
vietnamworks:2060057,"Senior Business Intelligence Analyst, SPX Express",CÔNG TY TNHH SPX EXPRESS,BI,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,logistics,5,963,1,0.139379,0.634
vietnamworks:2060743,SAP Consultant,Công Ty TNHH Ajax Systems Việt Nam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hưng Yên,tech_software,1,839,1,0.138195,0.6781
careerviet:35C7A73D,Process Engineering Coordinator / Analyst,Quickpack Vietnam Limited,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,,manufacturing,7,5133,1,0.138136,0.5712
vietnamworks:2057200,Senior IT Business Analyst / Senior IT Consultant,Bosch Global Software Technologies Company Limited,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,tech_software,3,920,1,0.13793,0.5299
glints:94661592-ff34-4fd3-abe6-4f28434ca9ec,Data Analyst,CÔNG TY CỔ PHẦN CÔNG NGHỆ UNITRUST VIỆT NAM,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,,tech_software,7,1200,1,0.137556,0.4763
vietnamworks:2058921,Item Data Analyst,CÔNG TY TNHH ALLINGHAM HOME,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,retail_consumer,2,843,1,0.137383,0.7078
topcv:2167403,Senior Data Analyst,Pro Công Ty Cổ Phần Vàng Bạc Đá quý Phú Nhuận - PNJ,DATA_ANALYST,Analytics,Data Analysis & BI,Lead,Hồ Chí Minh,retail_consumer,5,2269,1,0.137166,0.6661
vietnamworks:2056981,Associate Director - Data Analytics,KPMG Việt Nam,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hồ Chí Minh,consulting_audit,3,945,1,0.136509,0.7354
vietnamworks:2056738,Junior Finance Analyst,Bel,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hồ Chí Minh,unknown,2,850,1,0.13647,0.8317
vietnamworks:2040637,Data Manager,NEYU,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hồ Chí Minh,tech_software,7,892,1,0.135921,0.5437
topcv:2172546,Data Analyst,Kamereo,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hà Nội,ecommerce,21,2461,1,0.135602,0.4461
vietnamworks:2058293,Senior BI Analyst,Bee Logistics Corporation,BI,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,logistics,7,960,1,0.135504,0.5317
itviec:660cc354-bcb5-460e-a208-26dacea29fb3,Senior Data Scientist,DATA NEST,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hồ Chí Minh,tech_software,12,2788,1,0.135004,0.4095
vietnamworks:2041611,Data Analyst,Shinhan Vietnam Finance,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,bank_finance,4,917,1,0.13494,0.5969
topdev:2109568,Business Analyst Asst Manager,CÔNG TY TRÁCH NHIỆM HỮU HẠN JAPFA COMFEED VIỆT NAM,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,energy_agri,14,1476,1,0.134455,0.4198
vietnamworks:2057578,Data Analysis Senior Officer/Supervisor,Mirae Asset Prévoir Life Insurance Company Ltd.,DATA_ANALYST,Analytics,Data Analysis & BI,Lead,Hồ Chí Minh,bank_finance,6,1027,1,0.134318,0.6473
vietnamworks:2059003,Senior Business Analyst Manager,Avery Dennison Vietnam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,manufacturing,3,889,1,0.13345,0.5482
careerviet:35C71730,Senior Finance Executive,UrBox - Công ty Cổ phần Tiếp Thị Số Tô Quà,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,ecommerce,5,2576,1,0.13342,0.6518
itviec:a6012c0b-8140-4e44-9229-49c5cac3da07,AI-Powered Principal Fullstack Engineer,"MONEY FORWARD VIETNAM CO.,LTD",AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Lead,Hà Nội,bank_finance,16,4782,1,0.133086,0.4159
vietnamworks:2063171,Integration And Application Lead,Vietnam Australia International School (VAS),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Lead,Hồ Chí Minh,education,1,936,1,0.132676,0.7183
itviec:b28a0e48-2662-4741-82be-a888da22d819,Data Annotation,Facilitated Work Hub,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Junior,Hồ Chí Minh,unknown,5,3521,1,0.131121,0.5238
itviec:2c911951-c554-4c4f-8983-6446b652c718,Senior Software Engineer,Ahamove,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,logistics,5,3023,1,0.130693,0.4651
vietnamworks:2049511,Business Analysis Manager,Tổng Công Ty Cổ Phần Thương Mại Xây Dựng (WTO),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Manager,Hà Nội,real_estate_construction,2,939,1,0.130412,0.6128
topcv:2171572,Data Analyst - Từ 2 Năm Kinh Nghiệm - Thu Nhập Hấp Dẫn - Làm Việc Tại Hà Nội,Công ty Cổ phần Quảng cáo FPT Adtrue,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hà Nội,media_gaming,12,2926,1,0.129151,0.5322
vietnamworks:2056052,ERP BUSINESS SYSTEM ANALYST D365 FnO,"LTP Vietnam., Co Ltd",BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,unknown,1,845,1,0.128911,0.6157
vietnamworks:2056572,International Fraud & Risk Management Expert,Navigos Search's Client,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,recruitment_agency,1,972,1,0.128741,0.7548
vietnamworks:2043107,Business Risk & Control Senior Officer,United Overseas Bank (Vietnam) Limited (UOB),RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,bank_finance,1,852,1,0.128081,0.8943
vietnamworks:2058608,CRM Data Analytics Manager,Abbott,DATA_ANALYST,Analytics,Data Analysis & BI,Manager,Hồ Chí Minh,healthcare_pharma,2,928,1,0.127293,0.7582
vietnamworks:2066621,AI Evaluator | Remote,Ebit,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,tech_software,1,830,1,0.127014,0.8536
itviec:c2951228-ac6a-40e4-b99a-8a3392380d02,Senior/Middle Data Scientist,M_Service (MoMo),DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hồ Chí Minh,bank_finance,8,2589,1,0.126981,0.456
vietnamworks:2064578,IT Director,Công Ty Cổ Phần Uniben,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hồ Chí Minh,unknown,7,919,1,0.126495,0.4679
vietnamworks:2059026,"Head Of Reporting, Governance Program Execution And Third-Party Risk Management",NAB Innovation Centre Vietnam,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hà Nội,tech_software,3,964,1,0.12644,0.6671
vietnamworks:2056693,SAP Data Migration Consultant,Bosch Global Software Technologies Company Limited,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,tech_software,1,797,1,0.12587,0.8452
itviec:a79a1ff1-631e-47ed-a324-4fdfeb38158f,Business Analyst,Phu Hung Securities (PHS),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,bank_finance,11,2249,1,0.125562,0.3904
vietnamworks:2068199,Digital Transformation Engineer,Hoya Glass Disk Vietnam II,BI,Analytics,Data Analysis & BI,Mid,Hưng Yên,manufacturing,3,875,1,0.125269,0.6118
vietnamworks:2062161,Sales Force Effectiveness Specialist,Mondelēz Kinh Đô Việt Nam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,manufacturing,5,1020,1,0.125125,0.6562
itviec:165fe2a7-bdc8-4c6a-b2e4-d1c29713c753,Software Engineer,AIRR Labs,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,tech_software,18,2690,1,0.124909,0.378
vietnamworks:2060761,Senior Enterprise IT Architect,Công Ty Cổ Phần Tập Đoàn Masterise,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,real_estate_construction,2,903,1,0.124697,0.6953
vietnamworks:2067417,Senior Finance Risk and Controls Analyst,Intel Products Vietnam,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,manufacturing,0,850,1,0.123965,0.813
vietnamworks:2035762,- IT Business Analyst Specialist,Shinhan Bank Vietnam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,bank_finance,5,931,1,0.12331,0.4753
vietnamworks:2068243,Business Intelligence Analyst,Insee Vietnam,BI,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,manufacturing,5,1005,1,0.122899,0.5001
vietnamworks:2067860,Analytics / BI Engineer,Công Ty CP Hyundai Aluminum Vina,BI,Analytics,Data Analysis & BI,Senior,Hà Nội,manufacturing,7,927,1,0.122428,0.4646
vietnamworks:2060674,Senior Data Analyst/ Business Intelligence Executive,VUS - The English Center,BI,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,education,10,1031,1,0.121678,0.4377
vietnamworks:2068299,Head Of Data Architect,Navigos Search's Client,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Manager,Hà Nội,recruitment_agency,5,886,1,0.121551,0.5555
vietnamworks:2056773,RPA Business Analyst Cum Tester,"Hansae HCM Co., Ltd",BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hồ Chí Minh,manufacturing,4,978,1,0.121521,0.5185
topcv:2137813,Data Analyst - Junior Up,CÔNG TY CỔ PHẦN BLACKGEMS GLOBAL,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hà Nội,unknown,15,2389,1,0.120139,0.4459
vietnamworks:2056100,"Assistant Manager, Compliance",FWD Vietnam Life Insurance Company Limited,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hồ Chí Minh,bank_finance,1,926,1,0.119701,0.7582
careerviet:35C790F3,Chuyên viên Hoạch định và Phân tích tài chính,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ SẢN XUẤT HƯƠNG THỦY,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,manufacturing,5,3669,1,0.119316,0.3892
topdev:2112036,Data Analytics Consultant,HEINEKEN Vietnam,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Mid,Hồ Chí Minh,retail_consumer,11,1407,1,0.118122,0.4573
vietnamworks:2052750,Group Business Intelligence Lead,Công Ty Cổ Phần Openasia,BI,Analytics,Data Analysis & BI,Manager,Hà Nội,unknown,6,902,1,0.116942,0.4941
vietnamworks:2055455,AI Solution Consultant – Drive Practical AI Transformation In Manufacturing,"Wanek Furniture CO., LTD.",BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Bình Dương,manufacturing,2,942,1,0.116624,0.524
vietnamworks:2063360,Application Support Assistant Manager,Shinhan Vietnam Finance Company Limited,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,bank_finance,1,948,1,0.115719,0.6382
vietnamworks:2052937,Junior DataOps Engineer,Profectus Vietnam Co. Ltd.,DATAOPS,Data Engineering,Pipelines & Platform,Junior,Hồ Chí Minh,consulting_audit,7,987,1,0.114795,0.5012
vietnamworks:2060959,Planning Officer,"Chailease International Leasing Co., Ltd. (Head Office)",BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hồ Chí Minh,bank_finance,3,856,1,0.113821,0.7529
vietnamworks:2057464,Business Process Analyst,CÔNG TY TNHH VISY GLOBAL LOGISTICS (VIỆT NAM),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,logistics,2,917,1,0.113795,0.6803
vietnamworks:2058925,Financial Planning & Business Analyst,Insee Vietnam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,manufacturing,2,985,1,0.112527,0.6665
vietnamworks:2061537,Computer Vision Engineer,Vietnamworks' Client,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,recruitment_agency,1,934,1,0.112317,0.5552
vietnamworks:2065767,Senior Sales Performance Analyst - Lending,Be Group Joint Stock Company,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,ecommerce,7,947,1,0.112232,0.4768
vietnamworks:2064209,"Data & Reporting Officer, Credit Administration & Supervision Department, Head Office",Public Bank Vietnam Ltd,BI,Analytics,Data Analysis & BI,Manager,Hà Nội,bank_finance,6,944,1,0.112144,0.4498
vietnamworks:2066447,Intern - Credit Risk Consulting,PwC (Vietnam) Ltd.,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Intern,Hà Nội,consulting_audit,5,897,1,0.112086,0.6315
topcv:2096277,Business Intelligence Specialist – Collections,FE CREDIT,BI,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,bank_finance,9,1603,1,0.111997,0.395
vietnamworks:2063794,Manager - Data Governance,PwC (Vietnam) Ltd.,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hà Nội,consulting_audit,5,934,1,0.111904,0.5058
vietnamworks:2059547,AI Platform Engineer,Trung Tâm Bán Dẫn Viettel (Viettel Semi),GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,manufacturing,3,927,1,0.111841,0.5078
topcv:2168835,Data Engineer,"TECHVIFY SOFTWARE., JSC",DATA_ENGINEER,Data Engineering,Pipelines & Platform,Lead,Hà Nội,tech_software,10,1257,1,0.10945,0.4524
vietnamworks:2065513,"Specialist, BI & Process Automation","DKSH Vietnam Co., Ltd.",BI,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,logistics,7,851,1,0.109201,0.4688
vietnamworks:2065575,Assistant - Production Fresh graduate or 1-2 years experiences,Công Ty TNHH Trelleborg Việt Nam,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,,manufacturing,2,919,1,0.1085,0.8435
vietnamworks:2036452,Assistant Credit Risk Analytics Manager,Shinhan Vietnam Finance Company (Shinhan Finance),RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,bank_finance,5,954,1,0.108432,0.4594
vietnamworks:2055336,Risk Modeling Supervisor,Mirae Asset Finance Company (Viet Nam) Ltd.,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Lead,Hồ Chí Minh,bank_finance,3,784,1,0.107863,0.5045
vietnamworks:2057821,Business Intelligence Analyst,Công Ty Cổ Phần Elmich,BI,Analytics,Data Analysis & BI,Mid,Hà Nội,unknown,7,924,1,0.107619,0.4479
topdev:2111457,Remote Data Engineer - AI Data Platform Japan,SalesNow Inc.,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,,unknown,15,2599,1,0.106904,0.4035
vietnamworks:2063117,AI & Revenue Intelligence Lead,WOWSUITE SOFTWARE,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Manager,Hồ Chí Minh,tech_software,4,916,1,0.106856,0.5936
topdev:2111357,Senior Data Product Owner,Techcombank,DATA_LEADERSHIP,Data Leadership,Leadership,Senior,Hồ Chí Minh,bank_finance,11,1899,1,0.106568,0.3634
vietnamworks:2067775,Data Scientist,Công Ty TNHH T.M.G,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Mid,Hồ Chí Minh,unknown,1,726,1,0.105531,0.7374
vietnamworks:2052938,Analyst,Profectus Vietnam Co. Ltd.,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,consulting_audit,3,863,1,0.105455,0.5967
vietnamworks:2053616,Research and Teaching Assistant in Data Science and Operations Research/optimization,VGU - Vietnamese German University,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Junior,Bình Dương,education,5,1089,1,0.103906,0.5303
vietnamworks:2058096,"Manager - Valuation, Modeling and Economics - Hanoi Office",Ernst & Young Vietnam Limited (EY Vietnam),BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Manager,Hà Nội,consulting_audit,6,894,1,0.102289,0.5928
vietnamworks:2041585,Data Governance & Master Data Management Supervisor,Anheuser- Busch Inbev (AB Inbev),DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Lead,Hồ Chí Minh,manufacturing,4,786,1,0.102086,0.617
vietnamworks:2056767,Head of Data Privacy & Compliance,CÔNG TY CỔ PHẦN VINSMART FUTURE,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hồ Chí Minh,tech_software,0,843,1,0.101801,0.7702
vietnamworks:2063235,Sales Planning Analyst,Shinhan Vietnam Finance Company Limited,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,bank_finance,1,824,1,0.100765,0.6776
vietnamworks:2059939,Senior HR Analyst,MiTek Việt Nam,DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hồ Chí Minh,tech_software,4,897,1,0.100404,0.4911
topcv:2196468,Senior Business Intelligence - HN - TA174,Vpbank,BI,Analytics,Data Analysis & BI,Senior,Hà Nội,bank_finance,6,5108,1,0.099766,0.3369
vietnamworks:2056458,Sales Operation Executive,HEINEKEN Vietnam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,retail_consumer,3,869,1,0.099663,0.5721
vietnamworks:2067499,Process Engineering Coordinator / Analyst Điều Phối Viên / Chuyên Viên Phân Tích Kỹ Thuật Quy Trình,Quickpack Vietnam Co.ltd,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,,manufacturing,1,906,1,0.099027,0.7466
vietnamworks:2058663,Financial Information Management & Data Engineering Manager,United Overseas Bank (Vietnam) Limited (UOB),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Manager,Hồ Chí Minh,bank_finance,8,966,1,0.09793,0.4864
vietnamworks:2068363,Socom QC Analyst,ONPOINT COMPANY LIMITED,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Mid,Hồ Chí Minh,ecommerce,4,959,1,0.097696,0.6008
topdev:2111414,"Executive, Operations Excellence Ecommerce",DKSH Việt Nam,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,logistics,6,877,1,0.097408,0.4663
vietnamworks:2055478,Data Analyst & Reporting Associate,Shinhan Vietnam Finance Company Limited,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,bank_finance,4,833,1,0.096018,0.5372
vietnamworks:2068631,RPA Developer,Navigos Search's Client,BI,Analytics,Data Analysis & BI,Mid,Hà Nội,recruitment_agency,4,840,1,0.095425,0.5143
vietnamworks:2065903,Strategy Data Manager,ONPOINT COMPANY LIMITED,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hồ Chí Minh,ecommerce,0,887,1,0.095205,0.8529
vietnamworks:2068493,Fraud Parameter Strategy Manager,United Overseas Bank (Vietnam) Limited (UOB),RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,bank_finance,2,840,1,0.094999,0.8164
vietnamworks:2035764,- MIS DEVELOPER,Shinhan Bank Vietnam,BI,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,bank_finance,7,735,1,0.094828,0.4431
vietnamworks:2066987,Senior Operations Analyst,ONPOINT COMPANY LIMITED,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,ecommerce,2,887,1,0.094783,0.5576
vietnamworks:2058300,Senior Database Engineering - Governance,FPT Software,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,tech_software,6,891,1,0.094529,0.4486
vietnamworks:2064225,RPA & AI Automation Engineer,Odyssey Resources (Vietnam) Limited.,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,unknown,2,869,1,0.092737,0.556
vietnamworks:2056768,Director,CÔNG TY CỔ PHẦN VINSMART FUTURE,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hồ Chí Minh,tech_software,6,779,1,0.092492,0.5592
vietnamworks:2059135,Senior Fraud Risk Analyst - Chuyên Viên Phân Tích Rủi Ro Gian Lận,Cake by VPBank,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,bank_finance,3,862,1,0.089504,0.5006
vietnamworks:2055230,Data & Digital Business Partner - Business Analyst,De Heus LLC,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hồ Chí Minh,energy_agri,8,993,1,0.088873,0.3131
topdev:2111430,Product Data Engineer,CÔNG TY CỔ PHẦN JEMMIA,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,unknown,3,721,1,0.086854,0.5435
vietnamworks:2055113,Analysis Engineer,Công Ty TNHH LG Display Việt Nam Hải Phòng,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hải Phòng,manufacturing,2,619,1,0.086735,0.732
vietnamworks:2064838,Deputy Team Leader – Logistics Controller,CÔNG TY TNHH HDS DỊCH VỤ VIỆT NAM,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Lead,Hồ Chí Minh,unknown,4,923,1,0.086104,0.5787
vietnamworks:2058001,Data Analyst,Avery Dennison Vietnam,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Bắc Ninh,manufacturing,5,894,1,0.085394,0.4987
vietnamworks:2068519,Fraud Data Analysis Reporting Senior Officer,United Overseas Bank (Vietnam) Limited (UOB),RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,bank_finance,2,753,1,0.080888,0.7145
vietnamworks:2068678,Home Racer - Data Engineer,Home Credit Vietnam - Explore Your Dream Team,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,Hồ Chí Minh,bank_finance,7,891,1,0.08085,0.4748
vietnamworks:2068691,Home Racer - Data Analyst,Home Credit Vietnam - Explore Your Dream Team,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hồ Chí Minh,bank_finance,5,880,1,0.077494,0.4423
itviec:5dcfae9a-8171-4a06-ac32-fe2f17edb82d,Web Scraping Developer,Officience,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,unknown,9,1752,1,0.077363,0.3087
careerviet:35C6FCF1,CRM Solutions Expert / Senior CRM Consultant,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Senior,Hồ Chí Minh,tech_software,7,3227,1,0.076903,0.3108
vietnamworks:2063192,AI Data Labeling Intern,Simpson Strong-Tie Vietnam Company Limited,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Intern,Hồ Chí Minh,manufacturing,0,762,1,0.072487,0.5628
vietnamworks:2062369,Gaming Analyst,The Grand Ho Tram,PRODUCT_ANALYST,Analytics,Business / Domain Analysis,Mid,Hồ Chí Minh,unknown,2,815,1,0.06984,0.6109
vietnamworks:2067352,Data Analysis Officer / Nhân Viên Phân Tích & Xử Lý Dữ Liệu,Vietnamworks' Client,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,recruitment_agency,5,679,1,0.06946,0.344
vietnamworks:2064429,Chuyên viên cao cấp - Phân Tích Dữ Liệu & Chính Sách Giá,Công Ty Cổ Phần Vàng Bạc Đá Quý Phú Nhuận (PNJ),DATA_ANALYST,Analytics,Data Analysis & BI,Senior,,retail_consumer,1,717,1,0.029188,0.3296
itviec:7fd89b82-ad13-49f9-87cf-f347fa0d9b5c,AI/ML Engineer,LikeLion Vietnam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,unknown,23,3289,2,0.26237,0.739
